更新日時,検査実施人数,陽性患者数,入院,軽症無症状,中等症,重症,入院調整,施設入所,自宅療養,調整,退院,死亡,入院中,軽症中等症,転院,備考
2020/05/06 18:00,7866,491,,,,7,,15,,,317,34,122,115,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/07 18:00,7958,491,,,,5,,14,,,328,34,112,107,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/08 18:00,8027,491,,,,5,,14,,,339,34,101,96,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/09 18:00,8133,494,,,,5,,11,,,350,34,96,91,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/10 18:00,8133,494,,,,5,,10,,,352,34,95,90,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/11 18:00,8437,495,,,,4,,8,,,366,34,84,80,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/12 18:00,8492,496,,,,4,,9,,,374,34,76,72,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/13 18:00,8614,497,,,,4,,8,,,385,34,67,63,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染5人は、含めていない。
2020/05/14 18:00,8773,498,,,,4,,7,,,387,34,67,63,3,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/15 18:00,8896,499,,,,2,,10,,,400,34,55,53,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/16 18:00,8963,501,,,,2,,8,,,404,34,55,53,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/17 18:00,8963,501,,,,2,,7,,,413,34,47,45,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/18 18:00,9176,501,,,,2,,3,,,423,34,41,39,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/19 18:00,9249,501,,,,0,,2,,,428,34,37,37,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/20 18:00,9368,501,,,,0,,3,,,431,34,33,33,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/21 18:00,9451,501,,,,0,,3,,,437,34,27,27,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/22 18:00,9525,501,,,,0,,1,,,442,34,24,24,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/23 18:00,9525,502,,,,0,,1,,,442,34,25,25,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/24 18:00,9525,502,,,,0,,1,,,442,34,25,25,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/25 18:00,9726,502,,,,0,,1,,,444,34,23,23,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/26 18:00,9762,502,,,,0,,0,,,450,34,18,18,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/27 18:00,9819,502,,,,0,,0,,,453,34,15,15,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/28 18:00,9920,502,,,,0,,0,,,453,34,15,15,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/29 18:00,9970,502,,,,0,,0,,,455,34,13,13,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/30 18:00,9970,503,,,,0,,0,,,456,34,13,13,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/05/31 18:00,9970,503,,,,0,,0,,,457,34,12,12,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/01 18:00,10142,503,,,,0,,0,,,457,34,12,12,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/02 18:00,10211,504,,,,0,,0,,,458,34,12,12,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/03 18:00,10284,504,,,,0,,0,,,460,34,10,10,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/04 18:00,10365,504,,,,0,,0,,,462,34,8,8,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/05 18:00,10467,505,,,,0,,0,,,463,34,8,8,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/06 18:00,10467,505,,,,0,,0,,,463,34,8,8,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/07 18:00,10467,506,,,,0,,0,,,463,34,9,9,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/08 18:00,10701,506,,,,0,,0,,,465,34,7,7,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/09 18:00,10844,506,,,,0,,0,,,465,34,7,7,0,検査実施人数については、発表時点での把握数。陽性者数については、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/10 18:00,10961,508,,,,0,,0,,,465,34,9,9,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/11 18:00,11072,508,,,,0,,0,,,466,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/12 18:00,11171,510,,,,0,,0,,,467,34,9,9,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/13 18:00,11171,511,,,,0,,0,,,467,34,10,10,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/14 18:00,11171,511,,,,0,,0,,,467,34,10,10,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人を除く。また、再感染6人は、含めていない。
2020/06/15 18:00,11375,511,,,,0,,0,,,468,34,9,9,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/16 18:00,11433,512,,,,0,,0,,,470,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/17 18:00,11523,515,,,,0,,0,,,470,34,11,11,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/18 18:00,11614,515,,,,0,,0,,,471,34,10,10,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/19 18:00,11750,516,,,,0,,0,,,470,34,12,12,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/20 18:00,11750,517,,,,0,,0,,,470,34,13,13,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/21 18:00,11750,517,,,,0,,0,,,470,34,13,13,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/22 18:00,11940,517,,,,0,,0,,,471,34,12,12,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/23 18:00,12180,517,,,,0,,0,,,474,34,9,9,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/24 18:00,12288,517,,,,0,,0,,,474,34,9,9,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/25 18:00,12363,517,,,,0,,0,,,475,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/26 18:00,12445,517,,,,0,,0,,,476,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/27 18:00,12445,517,,,,0,,0,,,477,34,6,6,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/28 18:00,12445,517,,,,0,,0,,,477,34,6,6,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/29 18:00,12620,518,,,,0,,0,,,478,34,6,6,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/06/30 18:00,12734,519,,,,0,,0,,,478,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/01 18:00,12859,519,,,,0,,0,,,478,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/02 18:00,12918,519,,,,0,,0,,,478,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/03 18:00,13199,519,,,,0,,0,,,478,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/04 18:00,13199,519,,,,0,,0,,,480,34,5,5,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/05 18:00,13199,519,,,,0,,0,,,480,34,5,5,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/06 18:00,13413,521,,,,0,,0,,,480,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/07 18:00,13558,521,,,,0,,0,,,480,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/08 18:00,13693,523,,,,0,,0,,,481,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/09 18:00,13813,523,,,,0,,0,,,481,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/10 18:00,13977,523,,,,0,,0,,,482,34,7,7,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/11 18:00,13977,525,,,,0,,0,,,483,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/12 18:00,13977,525,,,,0,,0,,,483,34,8,8,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/13 18:00,14450,527,,,,0,,0,,,483,34,10,10,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/14 20:00,14487,532,,,,0,,0,,,483,34,15,15,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/15 18:00,14633,548,,,,0,,0,,,485,34,29,29,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/16 18:00,14781,569,,,,0,,0,,,486,34,49,49,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/17 20:00,15158,588,,,,0,,0,,,486,34,68,68,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/18 20:00,15158,613,,,,0,,0,,,489,34,90,90,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/19 19:00,15158,634,,,,0,,0,,,489,34,111,111,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/20 19:00,16041,655,,,,0,,0,,,491,34,130,130,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/21 20:00,16262,708,,,,0,,0,,,493,34,181,181,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/22 20:00,16828,772,,,,1,,0,,,496,35,241,240,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/23 20:00,16828,869,,,,2,,0,,,498,35,336,334,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/24 20:00,16828,932,,377,13,2,,0,,,505,35,392,,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/25 20:00,16828,1010,,451,16,2,,0,,,506,35,469,,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/26 19:00,16828,1090,,522,20,2,,0,,,511,35,544,,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/27 20:00,19918,1166,,584,22,2,,0,,,523,35,608,,0,県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。
2020/07/28 20:00,20356,1276,195,678,27,2,46,5,356,110,529,35,707,,0,入院等の内訳：入院195人、入院調整46人、自宅療養356人、調整110人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/07/29 20:00,21258,1443,202,797,45,2,39,13,436,167,551,35,844,,0,入院等の内訳：入院202人、入院調整39人、自宅療養436人、調整167人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/07/30 21:00,22156,1603,204,945,51,2,56,17,578,160,553,35,998,,0,入院等の内訳：入院204人、入院調整56人、自宅療養578人、調整160人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/07/31 21:00,22910,1796,198,1096,56,4,54,27,711,193,578,35,1156,,0,入院等の内訳：入院198人、入院調整54人、自宅療養711人、調整193人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
2020/08/01 21:00,22910,1977,196,1241,60,4,44,34,884,181,603,35,1305,,0,入院等の内訳：入院196人、入院調整44人、自宅療養884人、調整181人。陽性者数は、中国人渡航者2人と、再陽性7人は、含めていない。県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載（チャーター機帰国者、クルーズ船乗客、空港検疫等は含めていない）。検査実施人数は、発表時点での把握数。
